3T_,consecutive fly ID,unique 3T identifier,Bat voucher,Bat family,Bat genus,Bat species epithet,Bat species,Bat identified by,Sex,"Age (J = juvenile, A = adult, SA = subadult)",Reproductive status,Body mass,Forearm,Bat genetic information,Diet,Roosting ecology,Bat flies?,Bat fly family,Bat fly genus,Bat fly species epithet,Bat fly species,Bat fly identified by,Bat fly sex,Bat fly ecomorphology,Bat fly ecology,Bat fly wing,Laboul infection?,Double infection?,Laboul genus 1,Laboul species 1,Position(s) infected 1,Laboul genus 2,Laboul species 2,Position(s) infected 2,Laboul(s) identified by,Country,Territory,Settlement,Location,Open/Close,Latitude,Longitude,Climate zone,Day,Month,Year,Contact <email>,Comments,Screened by,Voucher slides,Isolate,Sequences,Reference
3T_,3492,3T_03492,F_0418,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,47,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0418,Danny Haelewaters,,,,
3T_,3493,3T_03493,F_0420,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,52,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0420,Danny Haelewaters,,,,
3T_,3494,3T_03494,F_0424,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,47,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0424,Danny Haelewaters,,,,
3T_,3495,3T_03495,F_0424,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,47,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0424,Danny Haelewaters,,,,
3T_,3496,3T_03496,F_0430,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,42,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0430,Danny Haelewaters,,,,
3T_,3497,3T_03497,F_0430,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,42,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0430,Danny Haelewaters,,,,
3T_,3498,3T_03498,F_0430,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,42,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0430,Danny Haelewaters,,,,
3T_,3499,3T_03499,F_0430,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,42,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0430,Danny Haelewaters,,,,
3T_,3500,3T_03500,F_0435,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,J,,36,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0435,Danny Haelewaters,,,,
3T_,3501,3T_03501,F_0440,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,49,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0440,Danny Haelewaters,,,,
3T_,3502,3T_03502,F_0440,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,49,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0440,Danny Haelewaters,,,,
3T_,3503,3T_03503,F_0443,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,45,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0443,Danny Haelewaters,,,,
3T_,3504,3T_03504,F_0443,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,45,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0443,Danny Haelewaters,,,,
3T_,3505,3T_03505,F_0443,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,45,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0443,Danny Haelewaters,,,,
3T_,3506,3T_03506,F_0443,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,45,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0443,Danny Haelewaters,,,,
3T_,3507,3T_03507,F_0444,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,54,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Bohio,,9.204856,-79.82867,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0444,Danny Haelewaters,,,,
3T_,3508,3T_03508,F_0444,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,54,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Bohio,,9.204856,-79.82867,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0444,Danny Haelewaters,,,,
3T_,3509,3T_03509,F_0446,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,53,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0446,Danny Haelewaters,,,,
3T_,3510,3T_03510,F_0446,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,53,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0446,Danny Haelewaters,,,,
3T_,3511,3T_03511,F_0446,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,53,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0446,Danny Haelewaters,,,,
3T_,3512,3T_03512,F_0446,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,53,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0446,Danny Haelewaters,,,,
3T_,3513,3T_03513,F_0448,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,51,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0448,Danny Haelewaters,,,,
3T_,3514,3T_03514,F_0450,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,48,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0450,Danny Haelewaters,,,,
3T_,3515,3T_03515,F_0450,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,48,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0450,Danny Haelewaters,,,,
3T_,3516,3T_03516,F_0452,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,42,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0452,Danny Haelewaters,,,,
3T_,3517,3T_03517,F_0452,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,42,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0452,Danny Haelewaters,,,,
3T_,3518,3T_03518,F_0452,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,42,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0452,Danny Haelewaters,,,,
3T_,3519,3T_03519,F_0454,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,48,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0454,Danny Haelewaters,,,,
3T_,3520,3T_03520,F_0454,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,48,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0454,Danny Haelewaters,,,,
3T_,3521,3T_03521,F_0456,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,51,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0456,Danny Haelewaters,,,,
3T_,3522,3T_03522,F_0457,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,45,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0457,Danny Haelewaters,,,,
3T_,3523,3T_03523,F_0458,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,J,,40,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0458,Danny Haelewaters,,,,
3T_,3524,3T_03524,F_0460,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,44,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0460,Danny Haelewaters,,,,
3T_,3525,3T_03525,F_0460,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,44,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0460,Danny Haelewaters,,,,
3T_,3526,3T_03526,F_0460,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,44,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0460,Danny Haelewaters,,,,
3T_,3527,3T_03527,F_0460,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,44,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0460,Danny Haelewaters,,,,
3T_,3528,3T_03528,F_0462,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,J,,42,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0462,Danny Haelewaters,,,,
3T_,3529,3T_03529,F_0462,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,J,,42,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0462,Danny Haelewaters,,,,
3T_,3530,3T_03530,F_0462,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,J,,42,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0462,Danny Haelewaters,,,,
3T_,3531,3T_03531,F_0463,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,51,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0463,Danny Haelewaters,,,,
3T_,3532,3T_03532,F_0463,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,51,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,F,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0463,Danny Haelewaters,,,,
3T_,3533,3T_03533,F_0466,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,50,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0466,Danny Haelewaters,,,,
3T_,3534,3T_03534,F_0466,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,50,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0466,Danny Haelewaters,,,,
3T_,3535,3T_03535,F_0466,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,50,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0466,Danny Haelewaters,,,,
3T_,3536,3T_03536,F_0471,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,43,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0471,Danny Haelewaters,,,,
3T_,3537,3T_03537,F_0472,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,43,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0472,Danny Haelewaters,,,,
3T_,3538,3T_03538,F_0473,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,50,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0473,Danny Haelewaters,,,,
3T_,3539,3T_03539,F_0475,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,52,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0475,Danny Haelewaters,,,,
3T_,3540,3T_03540,F_0475,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,52,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0475,Danny Haelewaters,,,,
3T_,3541,3T_03541,F_0476,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,46,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0476,Danny Haelewaters,,,,
3T_,3542,3T_03542,F_0477,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,40,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0477,Danny Haelewaters,,,,
3T_,3543,3T_03543,F_0477,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,40,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0477,Danny Haelewaters,,,,
3T_,3544,3T_03544,F_0477,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,40,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0477,Danny Haelewaters,,,,
3T_,3545,3T_03545,F_0477,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,40,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0477,Danny Haelewaters,,,,
3T_,3546,3T_03546,F_0479,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,30,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0479,Danny Haelewaters,,,,
3T_,3547,3T_03547,F_0480,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,A,,45,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Mona Grita,,9.137231,-79.83441,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0480,Danny Haelewaters,,,,
3T_,3548,3T_03548,F_0484,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,52,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Pato Horqueta,,9.207909,-79.90814,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0484,Danny Haelewaters,,,,
3T_,3549,3T_03549,F_0488,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,51,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0488,Danny Haelewaters,,,,
3T_,3550,3T_03550,F_0488,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,F,A,,51,,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Gigante,,9.126721,-79.857863,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0488,Danny Haelewaters,,,,
3T_,3551,3T_03551,F_0541,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,45,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,F,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,"El Giral, Tico Fragment",,9.221424,-79.74065,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0541,Danny Haelewaters,,,,
3T_,3552,3T_03552,F_0585,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,44,,,frugivore,3.51,Present,Streblidae,Metelasmus,pseudopterus,Metelasmus pseudopterus,,F,Fur swimmer,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Bohio,,9.204856,-79.82867,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0585,Danny Haelewaters,,,,
3T_,3553,3T_03553,F_0585,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,J,,44,,,frugivore,3.51,Present,Streblidae,Aspidoptera,phyllostomatis,Aspidoptera phyllostomatis,,M,Wing crawler,monoxenous,reduced,uninfected,,,,,,,,,Panama,,,Bohio,,9.204856,-79.82867,Neotropics,,,2014,Thomas Hiller <thomas.hiller85@gmail.com>,F_0585,Danny Haelewaters,,,,
